month_date,time_idx,deaths,year,month,series_id,fear_score_yearly_mean,fear_score_yearly_mean_lag1,feature_std,feature_lag1_std
1790-01-01,1083,1507.0,1790,1,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-02-01,1084,1393.0,1790,2,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-03-01,1085,2232.0,1790,3,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-04-01,1086,1458.0,1790,4,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-05-01,1087,1928.0,1790,5,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-06-01,1088,1256.0,1790,6,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-07-01,1089,1257.0,1790,7,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-08-01,1090,1416.0,1790,8,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-09-01,1091,1295.0,1790,9,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-10-01,1092,1073.0,1790,10,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-11-01,1093,1712.0,1790,11,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1790-12-01,1094,1502.0,1790,12,London,0.6748076098806718,0.6749322062188928,0.19668572958041208,0.23360548920401547
1791-01-01,1095,1490.0,1791,1,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-02-01,1096,1501.0,1791,2,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-03-01,1097,1503.0,1791,3,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-04-01,1098,1612.0,1791,4,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-05-01,1099,1557.0,1791,5,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-06-01,1100,1382.0,1791,6,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-07-01,1101,1493.0,1791,7,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
1791-08-01,1102,1385.0,1791,8,London,0.6675161321957906,0.6748076098806718,-1.0800152005352612,0.21180134441014867
